Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
1948,18.93,1.058,1.011,6.18,41.89,14.06,11.36,40,1.097,80.0,,Specific Gravity,Partial Mash,0.35,22.22,American IPA
1949,45.0,1.052,1.012,5.16,26.0,17.28,52.0,60,1.045,65.0,2.5,Specific Gravity,All Grain,,19.0,Irish Red Ale
1950,166.56,1.054,1.013,5.58,33.08,19.69,174.13,60,1.052,75.0,,Specific Gravity,BIAB,1.25,19.44,American Brown Ale
1951,21.0,1.051,1.013,5.03,0.0,5.25,28.5,70,1.038,80.0,,Specific Gravity,BIAB,,,American IPA
1952,22.71,1.053,1.0090000000000001,5.73,38.6,6.38,32.18,60,1.037,77.0,1.45,Specific Gravity,All Grain,1.25,20.0,American Pale Ale
1953,37.85,1.054,1.01,5.7,29.99,24.61,45.42,60,1.045,70.0,1.33,Specific Gravity,All Grain,0.75,18.33,American Brown Ale
1954,18.93,1.061,1.015,5.97,69.39,16.26,24.61,60,1.047,60.0,1.5,Specific Gravity,All Grain,0.5,20.0,American Amber Ale
1955,20.82,1.0490000000000002,1.01,5.16,38.95,6.44,24.98,60,1.041,65.0,1.5,Specific Gravity,All Grain,,,American Pale Ale
1956,8.52,1.054,1.01,5.82,47.62,7.08,11.36,60,1.0390000000000001,80.0,,Specific Gravity,BIAB,,,American IPA
1957,10.0,1.071,1.013,7.64,55.98,5.67,13.5,70,1.053,70.0,3.0,Specific Gravity,All Grain,,18.0,American IPA
1958,21.77,1.057,1.015,5.55,35.2,3.01,28.39,60,1.0390000000000001,80.0,1.25,Specific Gravity,All Grain,,20.0,Saison
1959,20.82,1.054,1.015,5.16,33.08,6.61,11.36,60,1.1,70.0,,Specific Gravity,Partial Mash,,,Blonde Ale
1960,20.82,1.1079999999999999,1.0270000000000001,10.66,121.91,15.65,22.71,60,1.099,70.0,,Specific Gravity,Partial Mash,,,Imperial IPA
1961,20.82,1.0859999999999999,1.022,8.5,141.23,10.23,18.93,60,1.095,35.0,,Specific Gravity,extract,1.25,18.33,American IPA
1962,18.93,1.064,1.015,6.4,217.6,5.74,24.49,45,1.05,70.0,1.25,Specific Gravity,All Grain,0.75,20.0,American IPA
1963,20.82,1.058,1.015,5.69,69.51,6.1,26.5,60,1.046,70.0,,Specific Gravity,BIAB,1.0,18.33,American IPA
1964,24.0,1.047,1.01,4.88,47.75,5.59,28.0,60,1.041,77.0,3.5,Specific Gravity,All Grain,1.0,20.0,American IPA
1965,37.85,1.045,1.008,4.82,104.11,4.05,45.42,60,1.037,35.0,1.5,Specific Gravity,All Grain,,20.0,American IPA
1966,10.0,1.056,1.011,5.97,39.85,5.49,12.0,20,1.047,50.0,,Specific Gravity,extract,,18.0,American Pale Ale
1967,41.64,1.06,1.0090000000000001,6.6,41.1,6.56,52.62,60,1.047,70.0,1.5,Specific Gravity,All Grain,0.35,23.89,Saison
1968,4.0,1.0590000000000002,1.015,5.85,51.09,7.45,6.0,90,1.04,65.0,,Specific Gravity,BIAB,,,American IPA
1969,20.82,1.06,1.0170000000000001,5.64,65.94,13.06,27.37,60,1.045,70.0,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
1970,25.0,1.063,1.011,6.82,64.19,10.86,32.0,60,1.0490000000000002,75.0,,Specific Gravity,BIAB,0.75,16.0,American IPA
1971,25.0,1.055,1.01,5.87,58.27,5.97,30.0,60,1.046,78.0,3.3,Specific Gravity,All Grain,,,American IPA
1972,23.0,19.6597,5.78092,8.29,47.29,13.05,11.0,60,38.3,35.0,,Plato,extract,,,Imperial IPA
1973,21.0,1.062,1.011,6.73,25.16,5.4,25.0,90,1.052,75.0,3.0,Specific Gravity,All Grain,,20.0,American IPA
1974,17.5,1.055,1.0090000000000001,5.95,43.37,7.07,17.5,60,1.044,65.0,,Specific Gravity,All Grain,,,American Pale Ale
1975,20.06,1.068,1.015,6.87,88.79,4.83,22.71,60,1.06,67.0,1.78,Specific Gravity,All Grain,0.5,18.33,American IPA
1976,22.71,1.054,1.014,5.35,30.13,5.2,28.39,90,1.043,70.0,,Specific Gravity,All Grain,,,American Pale Ale
1977,300.0,1.044,1.0090000000000001,4.62,7.19,5.45,300.0,60,1.044,75.0,2.5,Specific Gravity,All Grain,,,American IPA
1978,19.0,1.0759999999999998,1.0170000000000001,7.76,70.8,14.87,26.0,60,1.056,65.0,3.0,Specific Gravity,All Grain,,20.0,Imperial IPA
1979,13.25,1.044,1.01,4.43,31.66,3.67,20.82,60,1.028,70.0,,Specific Gravity,BIAB,0.35,20.0,American Pale Ale
1980,45.42,1.05,1.0090000000000001,5.32,30.32,13.68,54.89,60,1.041,80.0,1.5,Specific Gravity,All Grain,,16.67,Irish Red Ale
1981,41.0,1.057,1.013,5.82,43.57,5.78,44.0,60,1.053,87.0,5.0,Specific Gravity,All Grain,,20.0,American IPA
1982,20.0,1.056,1.014,5.49,50.03,5.67,22.0,60,1.051,75.0,,Specific Gravity,BIAB,0.75,18.0,American Pale Ale
1983,20.82,1.07,1.0170000000000001,6.94,36.72,12.19,28.39,60,1.052,75.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
1984,20.82,1.081,1.02,8.06,164.65,5.41,28.39,90,1.06,65.0,1.5,Specific Gravity,All Grain,,20.0,American IPA
1985,28.0,1.05,1.011,5.09,39.93,4.72,37.0,60,1.038,76.0,2.9,Specific Gravity,All Grain,0.35,19.0,Blonde Ale
1986,200.0,1.046,1.008,4.94,238.63,3.17,205.0,80,1.045,75.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
1987,18.93,1.0859999999999999,1.02,8.68,290.54,7.47,30.28,60,1.054,75.0,1.25,Specific Gravity,All Grain,0.5,18.89,American IPA
1988,30.0,1.067,1.011,7.29,0.0,7.55,30.0,60,1.067,80.0,,Specific Gravity,Partial Mash,1.0,,American IPA
1989,1780.0,1.062,1.012,6.57,19.0,6.64,2000.0,90,1.055,90.0,2.5,Specific Gravity,All Grain,1.25,22.0,Saison
1990,5.68,1.054,1.013,5.27,28.04,8.97,7.57,60,1.04,79.0,1.5,Specific Gravity,All Grain,,,American Pale Ale
1991,18.93,1.055,1.014,5.44,48.99,5.97,24.61,60,1.042,70.0,1.25,Specific Gravity,All Grain,0.5,20.0,American Pale Ale
1992,9.46,1.069,1.014,7.16,31.92,17.69,20.82,60,1.031,70.0,,Specific Gravity,BIAB,,18.33,American Brown Ale
1993,21.0,1.05,1.012,4.92,25.85,4.79,28.5,60,1.037,70.0,3.0,Specific Gravity,All Grain,,,American Pale Ale
1994,41.64,1.058,1.016,5.46,39.94,9.35,51.48,60,,70.0,,Specific Gravity,All Grain,,20.0,American Pale Ale
1995,18.93,1.064,1.01,7.05,69.42,5.22,21.96,80,1.055,78.0,,Specific Gravity,BIAB,1.25,18.33,American IPA
1996,20.82,1.0759999999999998,1.0190000000000001,7.44,74.07,11.46,28.39,60,1.056,70.0,1.5,Specific Gravity,All Grain,,18.33,American IPA
1997,23.0,1.041,1.0090000000000001,4.23,108.57,5.67,25.5,60,1.037,75.0,,Specific Gravity,All Grain,0.35,20.0,American IPA
1998,20.82,1.05,1.014,4.78,16.01,3.56,28.39,90,1.037,70.0,1.3,Specific Gravity,All Grain,1.0,20.0,Witbier
1999,20.82,1.0490000000000002,1.0090000000000001,5.28,25.49,3.5,24.61,60,1.041,70.0,,Specific Gravity,BIAB,0.75,23.89,Saison
2000,55.0,1.054,1.0090000000000001,5.93,75.72,6.79,60.0,60,1.05,75.0,3.0,Specific Gravity,All Grain,0.35,17.0,American Light Lager
2001,18.93,1.042,1.011,4.08,46.66,2.72,24.61,60,1.032,35.0,,Specific Gravity,extract,0.35,,American Light Lager
2002,20.82,1.051,1.006,5.93,10.54,3.37,26.5,30,1.04,75.0,1.33,Specific Gravity,All Grain,0.35,22.22,Witbier
2003,43.0,1.05,1.011,5.09,32.36,6.76,55.0,60,1.0390000000000001,78.0,2.0,Specific Gravity,All Grain,1.25,20.0,American Pale Ale
2004,11.36,1.068,1.012,7.31,24.86,13.16,15.14,60,1.051,58.0,1.5,Specific Gravity,All Grain,0.5,,Irish Red Ale
2005,50.0,1.054,1.011,5.71,26.21,4.31,58.0,60,1.047,70.0,,Specific Gravity,BIAB,,20.0,Witbier
2006,37.85,1.051,1.014,4.98,34.84,8.08,49.21,60,1.04,70.0,1.2,Specific Gravity,All Grain,,,American Light Lager
2007,293.37,1.061,1.0170000000000001,5.8,55.74,4.69,316.84,60,1.056,80.0,1.5,Specific Gravity,All Grain,,,American IPA
2008,29.0,1.058,1.015,5.74,46.08,10.14,43.0,60,1.0390000000000001,65.0,3.0,Specific Gravity,All Grain,,,American Pale Ale
2009,22.71,1.065,1.008,7.48,61.38,7.98,26.5,60,1.056,70.0,1.5,Specific Gravity,All Grain,,17.22,American Pale Ale
2010,15.0,1.05,1.0090000000000001,5.33,32.06,27.75,20.5,90,1.036,65.0,,Specific Gravity,BIAB,,20.0,American Brown Ale
2011,20.82,1.041,1.011,4.02,10.98,3.13,26.5,60,1.032,68.0,1.35,Specific Gravity,All Grain,0.75,22.78,American Pale Ale
2012,41.64,1.063,1.014,6.43,56.46,5.53,56.78,80,1.046,70.0,1.25,Specific Gravity,All Grain,,20.0,American IPA
2013,21.0,1.054,1.01,5.79,73.56,6.29,25.0,60,1.045,75.0,2.5,Specific Gravity,All Grain,,20.0,American Pale Ale
2014,20.82,1.028,1.005,3.05,59.32,4.78,28.39,60,1.021,35.0,,Specific Gravity,All Grain,,20.0,American IPA
2015,151.42,1.073,1.013,7.83,80.78,7.51,170.34,60,1.064,75.0,1.5,Specific Gravity,All Grain,0.5,,American IPA
2016,19.87,1.058,1.01,6.3,36.9,8.93,23.66,60,1.0490000000000002,75.0,,Specific Gravity,BIAB,0.75,,American IPA
2017,20.82,1.056,1.014,5.5,34.76,28.07,29.34,90,1.04,75.0,1.5,Specific Gravity,All Grain,0.75,,American Brown Ale
2018,1.9,1.04,1.01,3.98,0.0,2.65,2.0,60,1.038,65.0,,Specific Gravity,BIAB,,,American Light Lager
2019,14.0,1.048,1.012,4.71,79.98,4.65,17.0,60,1.04,55.0,,Specific Gravity,BIAB,0.5,20.0,American Pale Ale
2020,23.0,1.062,1.016,6.15,76.51,9.87,23.0,60,1.062,75.0,3.0,Specific Gravity,All Grain,0.35,20.0,American IPA
2021,30.28,1.057,1.015,5.57,21.53,3.48,34.07,60,1.051,70.0,1.5,Specific Gravity,All Grain,,19.44,Witbier
2022,23.0,1.043,1.0070000000000001,4.71,25.67,3.39,28.5,75,1.035,70.0,3.0,Specific Gravity,All Grain,,18.0,American Pale Ale
2023,20.82,1.053,1.013,5.22,43.17,7.49,23.66,60,1.047,70.0,1.25,Specific Gravity,All Grain,,,American Pale Ale
2024,10.0,1.052,1.014,5.02,43.38,17.08,13.0,60,1.04,66.0,3.0,Specific Gravity,All Grain,0.35,20.0,Irish Red Ale
2025,24.61,1.051,1.0090000000000001,5.42,18.57,5.52,30.28,60,1.041,72.0,1.25,Specific Gravity,All Grain,0.5,21.11,Blonde Ale
2026,27.0,1.063,1.016,6.13,44.08,8.45,32.0,60,1.053,77.0,,Specific Gravity,BIAB,0.5,22.0,American Pale Ale
2027,41.64,1.073,1.016,7.46,0.0,4.2,46.18,60,1.0659999999999998,78.0,1.5,Specific Gravity,All Grain,1.25,21.11,American IPA
2028,7.57,1.062,1.014,6.38,48.73,31.88,7.57,60,1.062,5.0,,Specific Gravity,extract,0.5,20.0,American Stout
2029,20.82,1.044,1.008,4.72,24.77,5.58,27.25,60,1.034,82.0,1.5,Specific Gravity,All Grain,,,American Pale Ale
2030,20.82,1.074,1.0190000000000001,7.15,83.9,7.21,30.28,60,,64.0,,Specific Gravity,All Grain,0.5,20.0,American IPA
2031,19.87,1.0590000000000002,1.016,5.57,41.32,22.66,24.61,60,1.048,66.0,,Specific Gravity,BIAB,0.75,20.0,American Brown Ale
2032,20.82,1.073,1.018,7.2,61.27,50.0,27.44,60,1.055,70.0,1.5,Specific Gravity,All Grain,,,American Stout
2033,18.93,1.047,1.011,4.69,19.71,26.66,28.39,60,1.031,70.0,1.25,Specific Gravity,All Grain,,20.0,American Brown Ale
2034,2000.0,11.7198,2.61453,4.85,16.9,5.43,2000.0,60,11.7,80.0,2.9,Plato,All Grain,,,Witbier
2035,19.0,1.072,1.028,5.82,45.18,11.84,28.5,60,1.041,68.0,3.0,Specific Gravity,All Grain,0.75,20.0,Saison
2036,21.0,1.041,1.008,4.25,22.56,3.84,24.0,60,1.036,70.0,2.3,Specific Gravity,All Grain,,20.0,Blonde Ale
2037,20.82,1.079,1.015,8.38,102.8,9.39,22.71,60,1.072,35.0,,Specific Gravity,extract,,,Imperial IPA
2038,21.0,1.055,1.016,5.24,48.33,5.08,16.0,60,1.073,35.0,,Specific Gravity,extract,0.35,19.0,American Pale Ale
2039,20.82,1.045,1.0090000000000001,4.65,18.89,4.06,28.39,60,1.033,70.0,1.25,Specific Gravity,All Grain,,,American Pale Ale
2040,20.82,1.072,1.013,7.79,104.45,12.2,28.39,60,1.053,70.0,1.5,Specific Gravity,All Grain,,20.56,American IPA
2041,26.0,1.045,1.008,4.9,57.0,5.68,28.5,60,1.041,67.0,,Specific Gravity,BIAB,,27.0,American Pale Ale
2042,9.46,1.065,1.013,6.9,50.46,10.46,15.14,60,1.041,75.0,,Specific Gravity,BIAB,0.35,20.0,Saison
2043,18.0,1.0390000000000001,1.01,3.77,23.28,6.58,23.0,60,1.03,45.0,3.0,Specific Gravity,All Grain,,18.0,Blonde Ale
2044,21.0,1.031,1.006,3.25,73.04,4.05,28.0,60,1.023,35.0,3.0,Specific Gravity,All Grain,0.5,18.0,American Pale Ale
2045,18.93,1.0659999999999998,1.013,7.06,58.94,14.05,11.36,60,1.111,35.0,,Specific Gravity,extract,,,American IPA
2046,20.82,1.069,1.016,6.96,79.68,13.97,25.55,60,1.057,70.0,1.33,Specific Gravity,All Grain,0.35,22.22,American IPA
2047,20.82,1.056,1.0090000000000001,6.12,43.78,6.06,28.39,60,1.041,83.0,1.4,Specific Gravity,All Grain,,18.33,American Pale Ale
2048,18.93,1.071,1.0170000000000001,7.11,76.43,17.3,19.68,60,1.068,70.0,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
2049,20.82,1.067,1.0170000000000001,6.55,38.71,5.56,15.14,60,1.091,35.0,,Specific Gravity,extract,0.75,18.33,American Pale Ale
2050,56.78,21.1073,4.51288,9.21,56.62,10.24,64.35,60,18.8,75.0,1.5,Plato,All Grain,0.75,21.11,American IPA
2051,39.75,1.06,1.014,6.01,209.37,11.87,45.42,60,1.053,75.0,1.3,Specific Gravity,All Grain,1.0,21.67,American IPA
2052,22.71,1.042,1.01,4.15,16.54,3.43,30.28,60,1.031,35.0,,Specific Gravity,extract,,18.33,American IPA
2053,13.7,1.053,1.006,6.18,104.01,4.35,16.5,75,1.044,65.0,3.0,Specific Gravity,All Grain,,17.0,American IPA
2054,22.71,1.069,1.0190000000000001,6.56,84.81,13.27,30.28,90,1.052,70.0,,Specific Gravity,All Grain,,18.33,American IPA
2055,22.0,1.06,1.015,5.88,37.02,10.76,28.0,60,1.047,75.0,,Specific Gravity,All Grain,,,American Amber Ale
2056,20.0,1.06,1.013,6.17,52.43,5.1,23.0,60,1.052,75.0,3.0,Specific Gravity,All Grain,,20.0,American IPA
2057,22.0,1.056,1.01,5.94,28.84,5.68,28.5,60,1.043,70.0,3.0,Specific Gravity,All Grain,1.0,22.0,American Pale Ale
2058,10.6,1.051,1.014,4.84,38.53,10.39,14.2,60,1.038,65.0,,Specific Gravity,All Grain,,,Irish Red Ale
2059,45.42,1.08,1.018,8.21,83.72,4.83,53.0,90,1.069,70.0,2.0,Specific Gravity,All Grain,1.0,23.89,Saison
2060,3.79,1.084,1.0170000000000001,8.79,35.68,4.83,7.57,60,1.042,60.0,,Specific Gravity,extract,,22.22,Saison
2061,41.64,1.044,1.01,4.37,37.6,18.26,39.75,60,1.046,99.0,1.3,Specific Gravity,All Grain,0.5,21.11,American Brown Ale
2062,20.82,1.05,1.012,4.97,38.78,32.82,24.61,60,1.043,72.0,1.25,Specific Gravity,All Grain,,,American Stout
2063,22.71,1.051,1.0090000000000001,5.58,46.23,6.71,30.66,60,1.038,80.0,,Specific Gravity,BIAB,,,American Pale Ale
2064,21.0,1.046,1.008,4.98,26.72,9.67,28.0,90,1.035,75.0,6.097,Specific Gravity,All Grain,,20.0,Irish Red Ale
2065,19.87,1.069,1.016,7.03,65.71,6.37,28.28,75,1.0490000000000002,82.0,1.5,Specific Gravity,All Grain,0.35,20.0,American IPA
2066,21.0,1.052,1.013,5.16,39.77,5.85,28.5,60,1.0390000000000001,75.0,,Specific Gravity,BIAB,,,American Pale Ale
2067,18.93,1.062,1.01,6.8,24.39,8.55,15.14,15,1.075,65.0,,Specific Gravity,BIAB,0.5,22.22,Saison
2068,17.0,1.04,1.008,4.3,21.59,6.09,26.4,60,1.026,65.0,3.0,Specific Gravity,All Grain,,,Blonde Ale
2069,21.0,1.048,1.012,4.77,38.24,7.59,26.0,60,1.0390000000000001,62.0,2.7,Specific Gravity,All Grain,1.25,18.0,American Pale Ale
2070,20.82,1.073,1.0170000000000001,7.4,11.5,11.7,28.39,60,1.054,70.0,1.5,Specific Gravity,All Grain,1.25,,American Light Lager
2071,22.71,1.058,1.01,6.19,23.86,6.14,28.39,60,1.046,80.0,,Specific Gravity,BIAB,,,Saison
2072,22.71,1.063,1.012,6.71,70.5,6.67,26.5,60,1.054,68.0,1.25,Specific Gravity,All Grain,,,American Pale Ale
2073,28.0,1.048,1.01,4.93,26.98,4.41,26.0,60,1.051,71.0,,Specific Gravity,BIAB,,19.0,Blonde Ale
2074,19.0,1.0590000000000002,1.014,5.89,57.98,25.02,28.5,90,1.0390000000000001,70.0,,Specific Gravity,BIAB,0.5,20.0,Irish Red Ale
2075,20.82,1.056,1.01,6.02,27.6,6.72,28.39,60,1.041,70.0,1.25,Specific Gravity,All Grain,,,American Pale Ale
2076,20.82,1.0659999999999998,1.012,7.03,35.54,4.4,26.5,60,1.052,70.0,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
2077,1500.0,1.051,1.0090000000000001,5.59,39.15,10.25,1520.0,60,1.051,70.0,3.0,Specific Gravity,All Grain,0.5,18.0,American Amber Ale
2078,42.0,1.053,1.013,5.21,26.29,21.77,52.0,60,1.043,71.0,1.0,Specific Gravity,All Grain,,,American Brown Ale
2079,25.0,12.8415,2.52617,5.52,49.87,8.64,17.0,60,18.5,35.0,,Plato,extract,0.5,20.0,American Pale Ale
2080,39.75,1.055,1.015,5.22,210.52,3.75,41.64,60,,70.0,,Specific Gravity,All Grain,,,American IPA
2081,41.64,1.068,1.015,7.0,70.49,12.55,49.21,90,1.058,67.0,1.3,Specific Gravity,All Grain,0.75,,American IPA
2082,29.0,1.045,1.0090000000000001,4.73,18.66,3.86,33.0,60,1.0390000000000001,70.0,3.0,Specific Gravity,All Grain,0.75,15.0,Blonde Ale
2083,21.39,1.06,1.0190000000000001,5.41,30.64,17.4,18.17,90,,74.0,,Specific Gravity,All Grain,,,American Brown Ale
2084,18.93,1.046,1.014,4.18,32.35,4.67,7.57,60,1.1159999999999999,35.0,,Specific Gravity,extract,0.5,20.0,American Pale Ale
2085,18.93,1.061,1.0190000000000001,5.52,93.26,12.97,11.36,60,1.102,35.0,,Specific Gravity,extract,0.35,20.56,American IPA
2086,35.0,1.06,1.0170000000000001,5.7,76.27,10.05,38.0,60,1.056,63.0,,Specific Gravity,BIAB,,18.0,American IPA
2087,24.61,1.051,1.012,5.14,24.08,3.76,31.04,90,1.04,80.0,,Specific Gravity,All Grain,1.0,32.22,Saison
2088,20.0,1.073,1.014,7.64,299.32,5.84,28.0,90,1.052,68.0,,Specific Gravity,All Grain,,19.0,American IPA
2089,25.0,1.063,1.015,6.29,39.65,6.22,25.0,60,1.063,80.0,3.0,Specific Gravity,All Grain,,40.0,Saison
2090,38.0,1.061,1.016,5.99,62.89,8.51,45.3,60,1.051,70.0,2.6,Specific Gravity,All Grain,,,American IPA
2091,19.87,1.087,1.021,8.62,67.75,34.89,23.66,60,1.073,85.0,,Specific Gravity,All Grain,1.0,21.11,American IPA
2092,20.82,1.042,1.01,4.14,19.83,2.67,26.5,60,1.033,75.0,2.0,Specific Gravity,All Grain,,11.11,American Light Lager
2093,41.64,1.0490000000000002,1.01,5.16,71.01,5.8,49.21,60,1.042,82.0,1.5,Specific Gravity,All Grain,,17.22,American IPA
2094,25.0,1.052,1.0090000000000001,5.57,42.9,9.79,30.0,60,1.043,70.0,3.0,Specific Gravity,All Grain,,,American Pale Ale
2095,18.93,1.053,1.013,5.17,19.3,4.13,28.39,60,1.035,70.0,1.25,Specific Gravity,All Grain,,20.0,Blonde Ale
2096,18.93,1.033,1.008,3.36,105.6,2.7,26.5,60,1.024,70.0,1.0,Specific Gravity,All Grain,1.25,20.0,American IPA
2097,5.0,1.053,1.0090000000000001,5.69,30.82,5.36,9.0,60,1.0290000000000001,65.0,,Specific Gravity,BIAB,,23.0,Saison
2098,22.0,1.0490000000000002,1.0090000000000001,5.29,0.0,4.98,24.0,15,1.045,70.0,3.0,Specific Gravity,All Grain,0.75,21.0,American Light Lager
2099,50.0,1.051,1.0090000000000001,5.55,37.55,6.29,62.2,70,1.041,63.0,3.0,Specific Gravity,All Grain,,,American Pale Ale
2100,21.0,1.062,1.012,6.5,106.61,8.54,28.5,45,1.046,70.0,3.0,Specific Gravity,All Grain,0.75,18.0,Imperial IPA
2101,20.82,1.117,1.028,11.7,0.0,38.67,28.39,90,1.0859999999999999,82.0,1.5,Specific Gravity,All Grain,1.25,18.89,American IPA
2102,4.2,1.065,1.011,7.07,77.19,14.06,7.0,60,1.0390000000000001,38.0,3.2,Specific Gravity,All Grain,,22.0,American IPA
2103,13.25,1.067,1.014,6.95,14.67,6.29,17.03,60,1.052,78.0,,Specific Gravity,BIAB,,15.56,American IPA
2104,19.87,1.065,1.018,6.18,85.69,5.58,23.66,60,1.054,65.0,1.25,Specific Gravity,All Grain,0.75,21.11,American IPA
2105,25.0,1.0590000000000002,1.013,6.06,18.01,5.28,30.0,60,1.0490000000000002,70.0,,Specific Gravity,BIAB,,33.0,Witbier
2106,18.93,1.069,1.02,6.39,53.69,6.04,28.39,60,1.046,60.0,,Specific Gravity,BIAB,0.75,20.0,American IPA
2107,22.71,1.062,1.015,6.17,53.58,39.41,26.5,60,1.053,80.0,1.25,Specific Gravity,All Grain,,16.67,American Stout
2108,41.64,1.065,1.016,6.4,72.51,22.96,53.0,90,1.051,70.0,,Specific Gravity,All Grain,,,American IPA
2109,18.93,1.031,1.0070000000000001,3.1,6.74,1.99,24.61,90,1.024,75.0,2.0,Specific Gravity,All Grain,1.75,17.22,American Light Lager
2110,22.71,1.045,1.011,4.39,5.63,3.71,29.34,60,1.035,65.0,1.5,Specific Gravity,All Grain,,,American Light Lager
2111,49.21,1.055,1.0170000000000001,5.04,38.21,6.33,56.78,60,1.048,75.0,1.5,Specific Gravity,All Grain,,18.89,American Pale Ale
2112,21.0,1.053,1.01,5.53,63.86,10.03,30.0,60,1.037,70.0,,Specific Gravity,BIAB,0.75,15.0,American IPA
2113,19.87,1.075,1.014,7.96,130.66,11.86,11.36,60,1.131,35.0,,Specific Gravity,Partial Mash,,,Imperial IPA
2114,50.0,1.053,1.012,5.37,38.2,16.72,60.0,70,1.044,60.0,2.0,Specific Gravity,All Grain,,,American Amber Ale
2115,20.82,1.06,1.015,5.95,50.41,5.51,28.39,60,1.044,66.6,1.5,Specific Gravity,All Grain,0.35,21.11,American Pale Ale
2116,20.82,1.058,1.0090000000000001,6.36,42.05,19.67,11.36,60,1.1059999999999999,35.0,,Specific Gravity,extract,,22.22,American Amber Ale
2117,20.82,1.082,1.022,7.79,162.46,4.94,28.39,60,1.06,70.0,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
2118,22.71,1.069,1.014,7.24,89.6,4.19,26.5,60,1.0590000000000002,75.0,1.5,Specific Gravity,All Grain,,,American IPA
2119,23.0,1.0590000000000002,1.0170000000000001,5.59,48.16,6.05,27.0,75,1.05,61.0,4.8,Specific Gravity,All Grain,,19.0,American Pale Ale
2120,10.0,1.061,1.012,6.42,77.62,6.11,15.0,60,1.041,70.0,,Specific Gravity,BIAB,,18.0,American IPA
2121,41.64,1.064,1.012,6.77,55.33,7.51,49.21,60,1.054,75.0,1.5,Specific Gravity,All Grain,,,American IPA
2122,24.0,1.041,1.0070000000000001,4.51,46.0,7.77,24.0,60,1.041,59.0,,Specific Gravity,BIAB,,20.0,American Light Lager
2123,22.71,1.058,1.011,6.21,29.12,22.48,26.76,45,1.0490000000000002,75.0,,Specific Gravity,BIAB,0.5,17.78,American Brown Ale
2124,23.0,1.048,1.011,4.81,34.34,8.53,26.0,60,1.042,70.0,2.5,Specific Gravity,All Grain,,,American Pale Ale
2125,18.93,1.046,1.011,4.64,19.84,11.28,11.36,60,1.0759999999999998,35.0,,Specific Gravity,extract,,20.0,American Amber Ale
2126,20.82,1.063,1.016,6.18,20.97,11.4,28.39,60,1.046,70.0,1.5,Specific Gravity,All Grain,,,American IPA
2127,20.82,1.091,1.021,9.15,0.0,16.76,28.39,60,1.067,60.0,,Specific Gravity,All Grain,,,Imperial IPA
2128,45.42,1.078,1.018,7.78,123.71,6.55,53.0,90,1.067,75.0,,Specific Gravity,All Grain,,,Imperial IPA
2129,7.0,1.04,1.0070000000000001,4.41,66.98,4.89,8.0,60,1.035,60.0,,Specific Gravity,BIAB,,,Blonde Ale
2130,24.61,1.033,1.006,3.47,59.6,3.69,18.93,90,1.042,35.0,,Specific Gravity,extract,,,American Pale Ale
2131,11.36,1.051,1.012,5.1,11.54,12.38,13.25,60,1.044,70.0,1.25,Specific Gravity,All Grain,,15.56,American Light Lager
2132,22.71,1.08,1.014,8.68,90.88,7.1,26.5,60,1.069,75.0,1.3,Specific Gravity,All Grain,,17.22,American IPA
2133,23.0,1.052,1.0090000000000001,5.69,58.15,5.4,31.0,90,1.0390000000000001,72.0,4.5,Specific Gravity,All Grain,0.75,18.0,American Pale Ale
2134,18.2,1.06,1.01,6.57,49.2,4.6,22.0,60,1.05,76.0,2.7,Specific Gravity,All Grain,1.0,20.0,American Pale Ale
2135,12.2,1.063,1.01,6.94,60.7,5.22,15.0,70,1.047,75.0,3.0,Specific Gravity,All Grain,0.75,19.0,American IPA
2136,18.93,1.05,1.01,5.3,23.43,5.12,28.39,60,1.033,65.0,1.5,Specific Gravity,All Grain,,,Blonde Ale
2137,14.0,1.044,1.01,4.54,77.28,10.48,19.0,60,1.033,55.0,,Specific Gravity,BIAB,0.75,18.0,American IPA
2138,23.0,1.028,1.006,2.97,66.43,6.01,33.0,60,1.02,35.0,3.0,Specific Gravity,All Grain,0.35,23.0,American IPA
2139,20.82,1.103,1.024,10.46,73.77,15.27,28.39,60,1.0759999999999998,75.0,,Specific Gravity,All Grain,0.5,18.89,American IPA
2140,15.14,1.069,1.0170000000000001,6.8,0.0,7.18,15.14,60,1.069,95.0,,Specific Gravity,BIAB,,,American Light Lager
2141,20.82,1.035,1.0070000000000001,3.61,15.15,3.12,26.5,60,1.0270000000000001,70.0,1.5,Specific Gravity,All Grain,0.5,15.56,Blonde Ale
2142,20.0,1.053,1.01,5.85,38.44,5.57,24.0,60,1.044,72.0,4.0,Specific Gravity,All Grain,,18.0,American Pale Ale
2143,22.71,1.051,1.013,4.91,30.03,8.67,28.39,68,1.04,63.0,1.5,Specific Gravity,All Grain,,22.22,American Pale Ale
